stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,platform_code,ext_id,city_name,direction_id
AST-TPT01-TPT02,,"Tennis ",,47.25905000,-2.33296500,,,1,,0,,,PORNICHET,
AST-296-297,,Tranchée,,47.37746415,-2.54234250,,,1,,0,,,PIRIAC / MER,
AST-170,,Trois Fontaines,,47.29049920,-2.36493500,,,1,,0,,,LA BAULE,
AST-171,,Trois Fontaines,,47.29178900,-2.36381680,,,1,,0,,,LA BAULE,
AST-88-89,,Tromartin,,47.31107120,-2.40942495,,,1,,0,,,GUERANDE,
AST-376-377,,Trémondais,,47.27789850,-2.47223150,,,1,,0,,,BATZ SUR MER,
AST-103-104,,Tréméac,,47.28559950,-2.37566935,,,1,,0,,,LA BAULE,
AST-355-356,,Vagues de Mazy,,47.27426187,-2.36014582,,,1,,0,,,LA BAULE,
AST-11-12,,Valentin,,47.28103640,-2.49477685,,,1,,0,,,BATZ/MER,
AST-119-120,,Ville aux Fèves,,47.27980675,-2.34497870,,,1,,0,,,LA BAULE,
AST-122-A-122-B,,Ville Halgand,,47.28206127,-2.35195668,,,1,,0,,,LA BAULE,
AST-59-60,,Villejames,,47.32685850,-2.41221150,,,1,,0,,,GUERANDE,
AST-158-A-158-B,,Villeneuve,,47.30439790,-2.37889415,,,1,,0,,,LA BAULE,
AST-VZN02,,Villès Noire,,47.25260000,-2.30653000,,,1,,0,,,PORNICHET,
AST-11035391,,X,,47.31834494,-2.45407104,,,1,,0,,,PORNICHET,
AST-284,,ZA de Kergoulinet,,47.39330850,-2.46015350,,,1,,0,,,MESQUER,
368,,Allée Cavalière,,47.28492180,-2.37170510,,,0,AST-368-369,0,,,LA BAULE,0
369,,Allée Cavalière,,47.28509830,-2.37181920,,,0,AST-368-369,0,,,LA BAULE,1
63-A,,Athanor,,47.33092922,-2.42598092,,,0,AST-63-A-63-B,0,,,GUERANDE,0
63-B,,Athanor,,47.33091831,-2.42553141,,,0,AST-63-A-63-B,0,,,GUERANDE,1
AVL01,,Avenue de L'Isle,,47.25700000,-2.32579990,,,0,AST-AVL01-AVL02,0,,,PORNICHET,0
AVL02,,Avenue de L'Isle,,47.25720000,-2.32666000,,,0,AST-AVL01-AVL02,0,,,PORNICHET,1
151-A,,Avenue des Noëlles,,47.29140300,-2.39419520,,,0,AST-151-A-151-B,0,,,LA BAULE,0
151-B,,Avenue des Noëlles,,47.29132113,-2.39420633,,,0,AST-151-A-151-B,0,,,LA BAULE,1
365,,Avenue Saint-Georges,,47.27292636,-2.35057355,,,0,AST-365-366,0,,,LA BAULE,0
366,,Avenue Saint-Georges,,47.27293116,-2.35037396,,,0,AST-365-366,0,,,LA BAULE,1
229-A,,Barrière,,47.28382985,-2.50346178,,,0,AST-229-A-229-B,0,,,LE CROISIC,0
229-B,,Barrière,,47.28381500,-2.50333100,,,0,AST-229-A-229-B,0,,,LE CROISIC,1
69-A,,Beauséjour,,47.33756325,-2.42821919,,,0,AST-69-70,0,,,GUERANDE,0
69-R,,Beauséjour,,47.33756325,-2.42821919,,,0,AST-69-70,0,,,GUERANDE,1
70-A,,Beauséjour,,47.33765076,-2.42838232,,,0,AST-69-70,0,,,GUERANDE,0
70-R,,Beauséjour,,47.33765076,-2.42838232,,,0,AST-69-70,0,,,GUERANDE,1
261-A,,Bel Air,,47.27060300,-2.43112370,,,0,AST-261-A-261-B,0,,,LE POULIGUEN,0
261-B,,Bel Air,,47.27053580,-2.43086080,,,0,AST-261-A-261-B,0,,,LE POULIGUEN,1
196-A,,Bellanger,,47.34463411,-2.50818845,,,0,AST-196-A-196-B,0,,,LA TURBALLE,0
196-B,,Bellanger,,47.34458552,-2.50788167,,,0,AST-196-A-196-B,0,,,LA TURBALLE,1
153-A,,Beslon,,47.29420330,-2.39052050,,,0,AST-153-A-153-B,0,,,LA BAULE,0
153-B,,Beslon,,47.29425450,-2.39064950,,,0,AST-153-A-153-B,0,,,LA BAULE,1
351-A,,Bougainville,,47.28798070,-2.22291100,,,0,AST-351-A-351-B,0,,,SAINT NAZAIRE,0
351-B,,Bougainville,,47.28808070,-2.22270090,,,0,AST-351-A-351-B,0,,,SAINT NAZAIRE,1
344-A,,Bouletterie,,47.26403225,-2.25835202,,,0,AST-344-A-344-B,0,,,SAINT NAZAIRE,0
344-B,,Bouletterie,,47.26400000,-2.25860000,,,0,AST-344-A-344-B,0,,,SAINT NAZAIRE,1
180-A,,Boulevard de Bretagne,,47.51880900,-2.29678600,,,0,AST-180,0,,,LA ROCHE BERNARD,0
180-R,,Boulevard de Bretagne,,47.51880900,-2.29678600,,,0,AST-180,0,,,LA ROCHE BERNARD,1
85-A,,Boulevard De Gaulle,,47.33136500,-2.43247796,,,0,AST-85-A,0,,,GUERANDE,0
124-A,,Boulevard de la Forêt,,47.28040530,-2.35547770,,,0,AST-124-A-124-B,0,,,LA BAULE,0
124-B,,Boulevard de la Forêt,,47.28062780,-2.35560500,,,0,AST-124-A-124-B,0,,,LA BAULE,1
65-A,,Bouton d'Or,,47.32931430,-2.43745243,,,0,AST-65-66,0,,,GUERANDE,0
65-R,,Bouton d'Or,,47.32931430,-2.43745243,,,0,AST-65-66,0,,,GUERANDE,1
66-A,,Bouton d'Or,,47.32913679,-2.43737163,,,0,AST-65-66,0,,,GUERANDE,0
66-R,,Bouton d'Or,,47.32913679,-2.43737163,,,0,AST-65-66,0,,,GUERANDE,1
204-A,,Brandu,,47.36145662,-2.52253998,,,0,AST-204-A-204-B,0,,,LA TURBALLE,0
204-B,,Brandu,,47.36154928,-2.52246889,,,0,AST-204-A-204-B,0,,,LA TURBALLE,1
61-A,,Brehany,,47.32318073,-2.41181478,,,0,AST-61-A-61-B,0,,,GUERANDE,0
61-B,,Brehany,,47.32309173,-2.41201475,,,0,AST-61-A-61-B,0,,,GUERANDE,1
102-A,,Brière,,47.44653800,-2.31631178,,,0,AST-102-A-102-B,0,,,HERBIGNAC,0
102-B,,Brière,,47.44626954,-2.31626012,,,0,AST-102-A-102-B,0,,,HERBIGNAC,1
49,,Brézéan,,47.35829840,-2.44983450,,,0,AST-49-50,0,,,GUERANDE,0
50,,Brézéan,,47.35781740,-2.44939180,,,0,AST-49-50,0,,,GUERANDE,1
174-A,,Bôle Eden,,47.28857610,-2.37309240,,,0,AST-174,0,,,LA BAULE,0
174-R,,Bôle Eden,,47.28857610,-2.37309240,,,0,AST-174,0,,,LA BAULE,1
109-A,,Caillaud,,47.27389235,-2.34246317,,,0,AST-109-A-109-B,0,,,LA BAULE,0
109-B,,Caillaud,,47.27395789,-2.34253666,,,0,AST-109-A-109-B,0,,,LA BAULE,1
1-A,,Caire,,47.43964400,-2.43141400,,,0,AST-1-A-1-B,0,,,ASSERAC,0
1-B,,Caire,,47.43968845,-2.43140557,,,0,AST-1-A-1-B,0,,,ASSERAC,1
322-A,,Calvaire,,47.39271500,-2.31502300,,,0,AST-322-A-322-B,0,,,SAINT LYPHARD,0
322-B,,Calvaire,,47.39251500,-2.31504200,,,0,AST-322-A-322-B,0,,,SAINT LYPHARD,1
90-A,,Careil,,47.29775463,-2.40587049,,,0,AST-90-A-90-B,0,,,GUERANDE,0
90-B,,Careil,,47.29767460,-2.40545291,,,0,AST-90-A-90-B,0,,,GUERANDE,1
16-A,,Casse caillou,,47.27800420,-2.49272008,,,0,AST-16-A-16-B,0,,,BATZ/MER,0
16-B,,Casse caillou,,47.27812067,-2.49257058,,,0,AST-16-A-16-B,0,,,BATZ/MER,1
214-A-A,,Castouillet,,47.29978400,-2.53504100,,,0,AST-214-A-214-B,0,,,LE CROISIC,0
214-A-R,,Castouillet,,47.29978400,-2.53504100,,,0,AST-214-A-214-B,0,,,LE CROISIC,1
214-B,,Castouillet,,47.29995100,-2.53445100,,,0,AST-214-A-214-B,0,,,LE CROISIC,1
364-A,,CAT,,47.29613203,-2.42484954,,,0,AST-364-A-364-B,0,,,GUERANDE,0
364-B,,CAT,,47.29619842,-2.42496840,,,0,AST-364-A-364-B,0,,,GUERANDE,1
177-A,,Centre,,47.44649971,-2.24312830,,,0,AST-177-A-177-B,0,,,LA CHAPELLE DES MARAIS,0
177-B,,Centre,,47.44643314,-2.24308030,,,0,AST-177-A-177-B,0,,,LA CHAPELLE DES MARAIS,1
33,,Centre (Garnal),,47.27743500,-2.47969900,,,0,AST-33,0,,,BATZ/MER,0
32,,Centre (Poste),,47.27900100,-2.48090000,,,0,AST-32,0,,,BATZ/MER,1
146-A,,Centre Aquatique,,47.28150400,-2.37895240,,,0,AST-146-A-146-B,0,,,LA BAULE,0
146-B,,Centre Aquatique,,47.28153270,-2.37915350,,,0,AST-146-A-146-B,0,,,LA BAULE,1
77-A,,Centre aquatique,,47.32375018,-2.41715111,,,0,AST-77,0,,,GUERANDE,0
77-R,,Centre aquatique,,47.32375018,-2.41715111,,,0,AST-77,0,,,GUERANDE,1
95-A,,Champ de foire,,47.44913790,-2.31217740,,,0,AST-95,0,,,HERBIGNAC,0
95-R,,Champ de foire,,47.44913790,-2.31217740,,,0,AST-95,0,,,HERBIGNAC,1
10905783,,Chapelle du Crucifix,,47.28376163,-2.50411302,,,0,AST-10905783-10905808,0,,,BATZ/MER,0
10905808,,Chapelle du Crucifix,,47.28368889,-2.50415587,,,0,AST-10905783-10905808,0,,,BATZ/MER,1
148-A,,Châteaubriant,,47.28294540,-2.38388890,,,0,AST-148-A-148-B,0,,,LA BAULE,0
148-B,,Châteaubriant,,47.28301830,-2.38387350,,,0,AST-148-A-148-B,0,,,LA BAULE,1
11058153,,Cimetière,,47.28937000,-2.38466100,,,0,AST-11058153-11058155,0,,,,0
11058155,,Cimetière,,47.28943900,-2.38452700,,,0,AST-11058153-11058155,0,,,,1
225-A,,Cimetière,,47.28948500,-2.51202932,,,0,AST-225,0,,,LE CROISIC,0
225-R,,Cimetière,,47.28948500,-2.51202932,,,0,AST-225,0,,,LE CROISIC,1
334-A,,Cimetière,,47.38885150,-2.42660090,,,0,AST-334-A-334-B,0,,,SAINT MOLF,0
334-B,,Cimetière,,47.38885444,-2.42658867,,,0,AST-334-A-334-B,0,,,SAINT MOLF,1
164-A,,Cité du Rocher,,47.29257040,-2.37679890,,,0,AST-164-A-164-B,0,,,LA BAULE,0
164-B,,Cité du Rocher,,47.29267630,-2.37675070,,,0,AST-164-A-164-B,0,,,LA BAULE,1
346-A,,Cité sanitaire,,47.26601700,-2.25557026,,,0,AST-346-A-346-B,0,,,SAINT NAZAIRE,0
346-B,,Cité sanitaire,,47.26590000,-2.25587000,,,0,AST-346-A-346-B,0,,,SAINT NAZAIRE,1
352-A,,Cité scolaire,,47.27290431,-2.23229722,,,0,AST-352-A-352-B,0,,,SAINT NAZAIRE,0
352-B,,Cité scolaire,,47.27250393,-2.23261974,,,0,AST-352-A-352-B,0,,,SAINT NAZAIRE,1
268-A,,Civanam,,47.27652026,-2.43346600,,,0,AST-268-A-268-B,0,,,LE POULIGUEN,0
268-B,,Civanam,,47.27637280,-2.43360480,,,0,AST-268-A-268-B,0,,,LE POULIGUEN,1
47,,Clis,,47.33670110,-2.46630720,,,0,AST-47-48,0,,,GUERANDE,0
48,,Clis,,47.33640740,-2.46583670,,,0,AST-47-48,0,,,GUERANDE,1
127-A,,Clos Colin,,47.29227897,-2.35692793,,,0,AST-127-A-127-B,0,,,LA BAULE,0
127-B,,Clos Colin,,47.29233580,-2.35712380,,,0,AST-127-A-127-B,0,,,LA BAULE,1
270,,Clémenceau,,47.27417403,-2.43173782,,,0,AST-270-271,0,,,LE POULIGUEN,1
271,,Clémenceau,,47.27380866,-2.43156842,,,0,AST-270-271,0,,,LE POULIGUEN,0
206-A,,Coispéan,,47.36533194,-2.46686398,,,0,AST-206-A-206-B,0,,,LA TURBALLE,0
206-B,,Coispéan,,47.36528743,-2.46684790,,,0,AST-206-A-206-B,0,,,LA TURBALLE,1
193-A,,Colbert,,47.34478705,-2.50486336,,,0,AST-193-A-193-B,0,,,LA TURBALLE,0
193-B,,Colbert,,47.34478705,-2.50526154,,,0,AST-193-A-193-B,0,,,LA TURBALLE,1
348,,Coulvé,,47.29011870,-2.22935180,,,0,AST-348-349,0,,,SAINT NAZAIRE,1
349,,Coulvé,,47.29040080,-2.23009500,,,0,AST-348-349,0,,,SAINT NAZAIRE,0
359,,Croix De Sérot,,47.29829700,-2.43184600,,,0,AST-359-360,0,,,GUERANDE,0
360,,Croix De Sérot,,47.29829900,-2.43168800,,,0,AST-359-360,0,,,GUERANDE,1
118-A-A,,Cuy,,47.27799300,-2.34103000,,,0,AST-118-A-118-B,0,,,LA BAULE,0
118-A-R,,Cuy,,47.27799300,-2.34103000,,,0,AST-118-A-118-B,0,,,LA BAULE,1
118-B-A,,Cuy,,47.27781100,-2.34090100,,,0,AST-118-A-118-B,0,,,LA BAULE,0
118-B-R,,Cuy,,47.27781100,-2.34090100,,,0,AST-118-A-118-B,0,,,LA BAULE,1
25,,Dervin,,47.26978820,-2.45929560,,,0,AST-25-26,0,,,BATZ/MER,0
26,,Dervin,,47.27004510,-2.46031680,,,0,AST-25-26,0,,,BATZ/MER,1
24-A,,Dilane,,47.27105318,-2.47063252,,,0,AST-24-A-24-B,0,,,BATZ/MER,0
24-B,,Dilane,,47.27115290,-2.47086290,,,0,AST-24-A-24-B,0,,,BATZ/MER,1
332-A,,Eglise,,47.39112519,-2.42563932,,,0,AST-332,0,,,SAINT MOLF,0
332-R,,Eglise,,47.39112519,-2.42563932,,,0,AST-332,0,,,SAINT MOLF,1
94-A,,Eglise,,47.44921861,-2.31637679,,,0,AST-94,0,,,HERBIGNAC,0
94-R,,Eglise,,47.44921861,-2.31637679,,,0,AST-94,0,,,HERBIGNAC,1
128,,Escoublac,,47.29343120,-2.35869730,,,0,AST-128,0,,,LA BAULE,1
129,,Escoublac,,47.29514700,-2.36116520,,,0,AST-129,0,,,LA BAULE,0
172-A,,Flandin,,47.28895110,-2.37530580,,,0,AST-172-173,0,,,LA BAULE,0
172-R,,Flandin,,47.28895110,-2.37530580,,,0,AST-172-173,0,,,LA BAULE,1
173,,Flandin,,47.28870500,-2.37563640,,,0,AST-172-173,0,,,LA BAULE,1
372,,Foyer,,47.28411510,-2.40304780,,,0,AST-372-373,0,,,LA BAULE,0
373,,Foyer,,47.28423400,-2.40291650,,,0,AST-372-373,0,,,LA BAULE,1
255-A,,Franchet d'Esperey,,47.26610050,-2.43698560,,,0,AST-255-A-255-B,0,,,LE POULIGUEN,0
255-B,,Franchet d'Esperey,,47.26629170,-2.43721820,,,0,AST-255-A-255-B,0,,,LE POULIGUEN,1
189,,Frégate,,47.35028920,-2.49702730,,,0,AST-189-190,0,,,LA TURBALLE,0
190,,Frégate,,47.35053700,-2.49754600,,,0,AST-189-190,0,,,LA TURBALLE,1
313,,Gare de Pornichet,,47.26995140,-2.34310740,,,0,AST-313-314,0,,,PORNICHET,0
314,,Gare de Pornichet,,47.26966720,-2.34317820,,,0,AST-313-314,0,,,PORNICHET,1
130-A,,Gare SNCF,,47.28854990,-2.39076170,,,0,AST-130,0,,,LA BAULE,0
130-R,,Gare SNCF,,47.28854990,-2.39076170,,,0,AST-130,0,,,LA BAULE,1
207-A,,Gare SNCF,,47.29005946,-2.50752032,,,0,AST-207,0,,,LE CROISIC,0
207-R,,Gare SNCF,,47.29005946,-2.50752032,,,0,AST-207,0,,,LE CROISIC,1
347-A,,Gare SNCF,,47.28544100,-2.21204234,,,0,AST-347-A-347-B,0,,,SAINT NAZAIRE,0
347-B,,Gare SNCF,,47.28544100,-2.21244006,,,0,AST-347-A-347-B,0,,Q1,SAINT NAZAIRE,1
380,,Gare SNCF,,47.28188567,-2.43253827,,,0,AST-380-381,0,,,LE POULIGUEN,0
381,,Gare SNCF,,47.28232965,-2.43223786,,,0,AST-380-381,0,,,LE POULIGUEN,1
11058130,,Gare SNCF Nord,,47.28946917,-2.38953710,,,0,AST-11058130,0,,,,0
11058121,,"Gare SNCF Nord ",,47.28953400,-2.38922500,,,0,AST-11058121,0,,,,1
199,,Garlahy,,47.34899950,-2.51352600,,,0,AST-199-200,0,,,LA TURBALLE,0
200,,Garlahy,,47.34934720,-2.51343220,,,0,AST-199-200,0,,,LA TURBALLE,1
51-A,,Gendarmerie,,47.33851640,-2.43355140,,,0,AST-51-A-51-B,0,,,GUERANDE,0
51-B,,Gendarmerie,,47.33850913,-2.43356204,,,0,AST-51-A-51-B,0,,,GUERANDE,1
192-A,,Grande Douve,,47.34730105,-2.50263895,,,0,AST-192-A-192-B,0,,,LA TURBALLE,0
192-B,,Grande Douve,,47.34730105,-2.50303715,,,0,AST-192-A-192-B,0,,,LA TURBALLE,1
259-A,,Grandes Terres,,47.26775935,-2.43051916,,,0,AST-259-A-259-B,0,,,LE POULIGUEN,0
259-B,,Grandes Terres,,47.26774810,-2.43063910,,,0,AST-259-A-259-B,0,,,LE POULIGUEN,1
227,,Général Leclerc,,47.28684860,-2.51070000,,,0,AST-227,0,,,LE CROISIC,0
154,,Haut Brivin,,47.30069620,-2.38600570,,,0,AST-154-155,0,,,LA BAULE,0
155,,Haut Brivin,,47.30010180,-2.38614010,,,0,AST-154-155,0,,,LA BAULE,1
342-A,,Heinlex,,47.26156450,-2.26185223,,,0,AST-342-A-342-B,0,,,SAINT NAZAIRE,0
342-B,,Heinlex,,47.26156450,-2.26224977,,,0,AST-342-A-342-B,0,,,SAINT NAZAIRE,1
223-A,,Henri Dunant,,47.29180040,-2.51856607,,,0,AST-223-A-223-B,0,,,LE CROISIC,0
223-B,,Henri Dunant,,47.29180040,-2.51849714,,,0,AST-223-A-223-B,0,,,LE CROISIC,1
228-A,,HLM - Provost,,47.28577980,-2.50711154,,,0,AST-228-A-228-B,0,,,LE CROISIC,0
228-B,,HLM - Provost,,47.28577980,-2.50750926,,,0,AST-228-A-228-B,0,,,LE CROISIC,1
224-A,,Hôpital,,47.29062918,-2.51480653,,,0,AST-224-A-224-B,0,,,LE CROISIC,0
224-B,,Hôpital,,47.29066739,-2.51466517,,,0,AST-224-A-224-B,0,,,LE CROISIC,1
81-A,,Hôpital,,47.32340564,-2.42492138,,,0,AST-81,0,,,GUERANDE,0
81-R,,Hôpital,,47.32340564,-2.42492138,,,0,AST-81,0,,,GUERANDE,1
JPT01,,Jacques Prévert,,47.25510010,-2.31823990,,,0,AST-JPT01-JPT02,0,,,PORNICHET,0
JPT02,,Jacques Prévert,,47.25520000,-2.31812000,,,0,AST-JPT01-JPT02,0,,,PORNICHET,1
JMC01,,Jean Macé,,47.25330000,-2.31525000,,,0,AST-JMC01-JMC02,0,,,PORNICHET,0
JMC02,,Jean Macé,,47.25400000,-2.31660000,,,0,AST-JMC01-JMC02,0,,,PORNICHET,1
17,,Ker d'Abas,,47.27594870,-2.48678460,,,0,AST-17-18,0,,,BATZ/MER,0
18,,Ker d'Abas,,47.27603290,-2.48746490,,,0,AST-17-18,0,,,BATZ/MER,1
201,,Ker Elisabeth,,47.35571660,-2.51856090,,,0,AST-201-202,0,,,LA TURBALLE,0
202,,Ker Elisabeth,,47.35530180,-2.51822050,,,0,AST-201-202,0,,,LA TURBALLE,1
68-A,,Ker Marie,,47.32762760,-2.44287323,,,0,AST-68-A-68-B,0,,,GUERANDE,0
68-B,,Ker Marie,,47.32774577,-2.44310498,,,0,AST-68-A-68-B,0,,,GUERANDE,1
71,,Kerbennet,,47.33546500,-2.42802280,,,0,AST-71,0,,,GUERANDE,0
56-A,,Kerbiniou,,47.32858499,-2.42057750,,,0,AST-56-A-56-B,0,,,GUERANDE,0
56-B,,Kerbiniou,,47.32854681,-2.42076634,,,0,AST-56-A-56-B,0,,,GUERANDE,1
275-A,,Kercabellec,,47.40818760,-2.46372780,,,0,AST-275-A-275-B,0,,,MESQUER,0
275-B,,Kercabellec,,47.40821560,-2.46368520,,,0,AST-275-A-275-B,0,,,MESQUER,1
278,,Kerdandec,,47.41177230,-2.47694250,,,0,AST-278-279,0,,,MESQUER,1
279,,Kerdandec,,47.41204210,-2.47641090,,,0,AST-278-279,0,,,MESQUER,0
303-A,,Kerdinio,,47.37821883,-2.52806846,,,0,AST-303-A-303-B,0,,,PIRIAC / MER,0
303-B,,Kerdinio,,47.37842225,-2.52825231,,,0,AST-303-A-303-B,0,,,PIRIAC / MER,1
256-A,,Kerdun,,47.26466750,-2.43194700,,,0,AST-256-A-256-B,0,,,LE POULIGUEN,0
256-B,,Kerdun,,47.26467680,-2.43198920,,,0,AST-256-A-256-B,0,,,LE POULIGUEN,1
288,,Kerfalher,,47.46668400,-2.48107800,,,0,AST-288-289,0,,,PENESTIN,1
289,,Kerfalher,,47.46609600,-2.48139600,,,0,AST-288-289,0,,,PENESTIN,0
283,,Kergoulinet,,47.39338550,-2.46029430,,,0,AST-283,0,,,MESQUER,0
324,,Kerhinet,,47.36301180,-2.35021840,,,0,AST-324-325,0,,,SAINT LYPHARD,0
325,,Kerhinet,,47.36282750,-2.34950660,,,0,AST-324-325,0,,,SAINT LYPHARD,1
97-A,,Kerlibérin,,47.42900157,-2.30874969,,,0,AST-97-A-97-B,0,,,HERBIGNAC,0
97-B,,Kerlibérin,,47.42901609,-2.30871934,,,0,AST-97-A-97-B,0,,,HERBIGNAC,1
29-A,,Kermoisan,,47.27846420,-2.45505261,,,0,AST-29-A-29-B,0,,,BATZ/MER,0
29-B,,Kermoisan,,47.27854790,-2.45503990,,,0,AST-29-A-29-B,0,,,BATZ/MER,1
156-A,,Kerquessaud,,47.30264540,-2.38301730,,,0,AST-156-A-156-B,0,,,LA BAULE,0
156-B,,Kerquessaud,,47.30264130,-2.38319540,,,0,AST-156-A-156-B,0,,,LA BAULE,1
292-A,,Kerséguin,,47.45205700,-2.46130500,,,0,AST-292-A-292-B,0,,,PENESTIN,0
292-B,,Kerséguin,,47.45205337,-2.46132243,,,0,AST-292-A-292-B,0,,,PENESTIN,1
11032450,,Kervabon,,47.35226600,-2.43246000,,,0,AST-11032450-11058174,0,,,,1
11058174,,Kervabon,,47.35232900,-2.43255000,,,0,AST-11032450-11058174,0,,,,0
31-A,,Kervalet,,47.27849125,-2.46352936,,,0,AST-31-A-31-B,0,,,BATZ/MER,0
31-B,,Kervalet,,47.27859500,-2.46346000,,,0,AST-31-A-31-B,0,,,BATZ/MER,1
305-A,,Kervin,,47.37273055,-2.52689024,,,0,AST-305-A-305-B,0,,,PIRIAC / MER,0
305-B,,Kervin,,47.37261429,-2.52680582,,,0,AST-305-A-305-B,0,,,PIRIAC / MER,1
335-A,,Kervolan,,47.37372280,-2.43299740,,,0,AST-335-A-335-B,0,,,SAINT MOLF,0
335-B,,Kervolan,,47.37364800,-2.43288150,,,0,AST-335-A-335-B,0,,,SAINT MOLF,1
220,,Korrigans,,47.29013800,-2.52029930,,,0,AST-220,0,,,LE CROISIC,0
232,,Korrigans,,47.26502660,-2.44248140,,,0,AST-232-233,0,,,LE POULIGUEN,0
233,,Korrigans,,47.26457680,-2.44297850,,,0,AST-232-233,0,,,LE POULIGUEN,1
209-A,,L'Aiguillon,,47.29488900,-2.51131910,,,0,AST-209,0,,,LE CROISIC,0
209-R,,L'Aiguillon,,47.29488900,-2.51131910,,,0,AST-209,0,,,LE CROISIC,1
182-A,,L'Etoile,,47.34428147,-2.48255239,,,0,AST-182-A-182-B,0,,,LA TURBALLE,0
182-B,,L'Etoile,,47.34430328,-2.48207080,,,0,AST-182-A-182-B,0,,,LA TURBALLE,1
326-A,,La Chapelle,,47.40599594,-2.30230914,,,0,AST-326-A-326-B,0,,,SAINT LYPHARD,0
326-B,,La Chapelle,,47.40602499,-2.30183874,,,0,AST-326-A-326-B,0,,,SAINT LYPHARD,1
45,,La Croix de Kerbézo,,47.32821900,-2.44692780,,,0,AST-45-46,0,,,GUERANDE,0
46,,La Croix de Kerbézo,,47.32817890,-2.44652420,,,0,AST-45-46,0,,,GUERANDE,1
300,,La Croix Kerdinio,,47.37825040,-2.53263470,,,0,AST-300-301,0,,,PIRIAC / MER,1
301,,La Croix Kerdinio,,47.37804790,-2.53098400,,,0,AST-300-301,0,,,PIRIAC / MER,0
76-A,,La Gaudinais,,47.32848154,-2.43256109,,,0,AST-76,0,,,GUERANDE,0
76-R,,La Gaudinais,,47.32848154,-2.43256109,,,0,AST-76,0,,,GUERANDE,1
8-A,,La Govelle,,47.26700160,-2.45378550,,,0,AST-8-A-8-B,0,,,BATZ/MER,0
8-B,,La Govelle,,47.26714390,-2.45382910,,,0,AST-8-A-8-B,0,,,BATZ/MER,1
125-A,,La Jo,,47.28828990,-2.35889150,,,0,AST-125-A-125-B,0,,,LA BAULE,0
125-B,,La Jo,,47.28828353,-2.35889888,,,0,AST-125-A-125-B,0,,,LA BAULE,1
87-A,,La Lande,,47.32521000,-2.40253711,,,0,AST-87,0,,,GUERANDE,0
87-R,,La Lande,,47.32521000,-2.40253711,,,0,AST-87,0,,,GUERANDE,1
10901503,,La Marjolaine,,47.35249800,-2.51327100,,,0,AST-10901503-10910679,0,,,LA TURBALLE,1
10910679,,La Marjolaine,,47.35253300,-2.51395500,,,0,AST-10901503-10910679,0,,,LA TURBALLE,0
52,,La Nantaise,,47.30579080,-2.40852820,,,0,AST-52-53,0,,,GUERANDE,0
53,,La Nantaise,,47.30587349,-2.40839830,,,0,AST-52-53,0,,,GUERANDE,1
149-A,,La Poste,,47.28607870,-2.38892650,,,0,AST-149-A-149-B,0,,,LA BAULE,0
149-B,,La Poste,,47.28602920,-2.38886320,,,0,AST-149-A-149-B,0,,,LA BAULE,1
379-A,,La Poste,,47.34735371,-2.50699162,,,0,AST-379-A-379-R,0,,,LA TURBALLE,1
379-R,,La Poste,,47.34780246,-2.50738454,,,0,AST-379-A-379-R,0,,,LA TURBALLE,0
74-A,,La Pradonnais,,47.33382580,-2.42362897,,,0,AST-74,0,,,GUERANDE,0
74-R,,La Pradonnais,,47.33382580,-2.42362897,,,0,AST-74,0,,,GUERANDE,1
217,,La Vigie,,47.28916880,-2.53704230,,,0,AST-217,0,,,LE CROISIC,0
367-A,,Lajarrige,,47.27839338,-2.37185512,,,0,AST-367-A-367-B,0,,,LA BAULE,0
367-B,,Lajarrige,,47.27848800,-2.37144814,,,0,AST-367-A-367-B,0,,,LA BAULE,1
329-A,,Le Brunet,,47.36455298,-2.33319850,,,0,AST-329-A-329-B,0,,,SAINT LYPHARD,0
329-B,,Le Brunet,,47.36457115,-2.33301210,,,0,AST-329-A-329-B,0,,,SAINT LYPHARD,1
LVR01,,Le Givre,,47.25020000,-2.31161010,,,0,AST-LVR01-LVR02,0,,,,0
LVR02,,Le Givre,,47.25030000,-2.31191990,,,0,AST-LVR01-LVR02,0,,,,1
298,,Le Grain,,47.37815840,-2.53976490,,,0,AST-298-299,0,,,PIRIAC / MER,0
299,,Le Grain,,47.37776980,-2.54025940,,,0,AST-298-299,0,,,PIRIAC / MER,1
38-A,,Le Guerny,,47.48247090,-2.35419290,,,0,AST-38-A-38-B,0,,,FEREL,0
38-B,,Le Guerny,,47.48254549,-2.35440452,,,0,AST-38-A-38-B,0,,,FEREL,1
115-A-A,,Le Guézy,,47.27723600,-2.34087600,,,0,AST-115-A-115-B,0,,,LA BAULE,0
115-A-R,,Le Guézy,,47.27723600,-2.34087600,,,0,AST-115-A-115-B,0,,,LA BAULE,1
115-B-A,,Le Guézy,,47.27723600,-2.34087600,,,0,AST-115-A-115-B,0,,,LA BAULE,0
115-B-R,,Le Guézy,,47.27723600,-2.34087600,,,0,AST-115-A-115-B,0,,,LA BAULE,1
210-A,,Le Lenigo,,47.29838605,-2.51579425,,,0,AST-210,0,,,LE CROISIC,0
210-R,,Le Lenigo,,47.29838605,-2.51579425,,,0,AST-210,0,,,LE CROISIC,1
